key,x,y
"FISA RECUBRIMIENTOS, SA FISA RECUBRIMIENTOS (SORTIDA RESIDUALS)",457830.18,4615094.5
"TORHO, SA TORHO SA (Sanitàries vestidors Torho)",475292.22,4616642.37
"TORHO, SA TORHO SA (Sanitàries nau)",475062.22,4617005.37
"TORHO, SA TORHO SA (Sanitàries oficines)",475224.22,4616986.37
"TORHO, SA TORHO SA (Sanitàries vestidors Fitor)",475307.22,4617245.37
"TORHO, SA TORHO SA (sanitàries taller)",475189.22,4617332.37
"GRUCOTESA, SA GRUCOTESA, SA (ABOCAMENT)",409296.19,4626880.88
"GELATS MARCÓ, SL GELATS MARCÓ, SL  (SORTIDA PROCÉS)",490515.83,4694259.37
EDAR SANT BOI DE LLUÇANÈS EDAR SANT BOI DEL LLUÇANES  (SORTIDA AIGUA TRACTADA),429914.44,4655247.77
"SKIOLD BEMVIG SL AGRIC BEMVIG, SA (SORTIDA AIGÜES RESIDUALS)",436648.43,4653007.72
"FRESENIUS MEDICAL CARE ESPAÑA, SA FRESENIUS MEDICAL CARE ESPAÑA, SA, (AIGÜES RESIDUALS PROCÉS)",441734.08,4605212.6
ENTITAT URBANÍSTICA DE CONSERVACIÓ DEL POL. IND EL MOLINOT EDAR ENTITAT URBANISTICA DE CONSERVACIÓ DEL PO. IND. EL MOLINOT (sortida riera),456716.17,4613430.5
"FUJICAUCHO, SL FUJICAUCHO, S.L  (abocament a l'EDAR de Martorell)",406548.93,4592668.85
EDAR LA PERA EDAR LA PERA (SORTIDA AIGUA TRACTADA),497458.53,4652530.25
AEROPUERTO DE BARCELONA - EL PRAT AEROPUERTO DE BARCELONA - EL PRAT (RAMPA 32),425088.82,4573777.68
"INVER CASAS SOLER, SL (CÀMPING BOTÀNIC BONA-VISTA) INVER CASAS SOLER, SL: SORTIDA DEPURADORA_x000D_
CAMPING BOTANIC BONA-VISTA (SORTIDA DEPURADORA)",469869.13,4606150.39
"SUCESORES DE F. MASENS, SA ABOC.SUCESORES DE FRANCISCO MASENS, SA (SORTIDA DEPURADORA)",478246.19,4612227.34
"SUCESORES DE F. MASENS, SA ABOC. (2) SUCESORES DE FRANCISCO MASENS, SA (SORTIDA DEPURADORA)",478361.19,4612185.34
"GRUAS DE AUTOMOCIÓN J. MAS, SL GRUAS DE AUTOMOCIÓN J. MAS SL (SORTIDA PRETRACTAMENT)",339068.56,4557682.31
"NETQUIMIA, SL NETQUIMIA, SL  (SORTIDA AIGÜES SANITÀRIES + NETEGES)",481885.58,4663294.39
JUNTA DE COMPENSACIÓ MARCH PASTOR JUNTA DE COMPENSACIÓ MARCH PASTOR (xarxa de reg),466306.11,4604795.42
EDAR PARDINES EDAR PARDINES (SORTIDA AIGUA TRACTADA),435285.67,4684566.77
"RECUPERADOS DEL ANOIA, SL ABOCAMENT ""RECUPERADOS DEL ANOIA, SL"" (CONNEXIÓ A EDAR MARTORELL)",406664.93,4592780.85
"BUTANO MARTORELL, SA BUTANO MARTORELL, SA",407895.93,4592065.84
"FERRER PONS, PILAR PILAR FERRER PONS (SORTIDA TRACTAMENT)",399586.55,4675878.03
CEMENTOS PORTLAND VALDERRIVAS SA ÁRIDOS UNILAND SA (PLANTA DE VALLCARCA) (2) (SORTIDA DEPURADORA),405106.74,4567446.82
CEMENTOS PORTLAND VALDERRIVAS SA ÁRIDOS UNILAND SA (PLANTA DE VALLCARCA) (1) (SORTIDA DEPURADORA),405105.74,4567445.82
FUNDACIÓ SANT SEPULCRE DE PALERA FUNDACIÓ DEL SANT SEPULCRE DE PALERA (SORTIDA DEPURADORA),475155.66,4674635.46
EDAR QUERALBS EDAR QUERALBS (SORTIDA AIGUA TRACTADA),431231.7,4688517.81
FUNDACIÓ HOSPITAL DE SANT PAU I SANTA TECLA FUNDACIÓ HOSPITAL SANT PAU I SANTA TECLA,351122.54,4552323.21
"ARS VETERINARIA EQUINA, SL ARS VETERINARIA EQUINA, SL   (SORTIDA DEPURADORA)",445426.08,4604782.57
"INTERNACIONAL DE COSMETICA DECORATIVA, SL INTERNACIONAL DE COSMETICA DECORATIVA, S.L. (SORTIDA RESIDUALS)",437807.04,4600496.63
"BEFESA ALUMINIO, SL ALUMINIO CATALAN SL (SORTIDA RESIDUALS)",440737.11,4609833.62
"SOLÉ SERRALLONGA, JOAQUIM JOAQUIM SOLÉ SERRALLONGA",446428.31,4634209.61
EDAR VEÏNAT CIRERA  (VALL D'EN BAS) EDAR VEÏNAT CIRERA  (SORTIDA AIGUA TRACTADA),454636.57,4666554.6
REAL CLUB DE GOLF - EL PRAT REAL CLUB DE GOLF EL PRAT - llera,421953.03,4602079.75
"PROMOCIONES BLAUMAR, SA - HOTEL MAS LA BOELLA PROMOCIONES BLAUMAR, SA - (sortida depuradora) - riera de la Boella",346503.55,4555085.25
"OBRES I SERVEIS PRESSEGUER, SL OBRES I SERVEIS PRESSEGUER, SL (SORTIDA TRACTAMENT)",434880.23,4625846.69
ESCOLA FAMILIAR AGRARIA MAS QUINTANAS MAS QUINTANAS: Sortida depuradora,434481.44,4653886.73
QUAGGA ASSOCIATS QUAGGA ASSOCIATS SL (SORTIDA DEPURADORA),385595.81,4580805.99
JUNTA DE COMPENSACIÓ SECTOR P-7 JUNTA DE COMPENSACIÓ SECTOR P-7 INDUSTRIAL SOLVAY,409947.0,4594221.0
JUNTA DE COMPENSACIO DE FONT BONA  (EDAR I COL·LECTORS DE FONTBONA) EDAR I COL·LECTORS DE FONTBONA (SORTIDA DEPURADORA),492326.0,4625120.0
EDAR RIUDEBITLLES EDAR RIUDEBITLLES (SORTIDA EDAR),395555.88,4588418.93
"VINS GOTIM D'OR, SL ABOCAMENT-VINS GOTIM D'OR (DESTÍ EDAR ABRERA)",407812.96,4595826.85
"WURSI, SL WURSI, S.L.",437106.05,4601595.63
"APPLUS ITEUVE TECHNOLOGY, SLU APPLUS ITEUVE TECHNOLOGY, SLU (SORTIDA TRACTAMENT)",345905.54,4553076.25
"M&S GESTIÓ DE RECURSOS, CB  -ESFERA GARDEN- GESTIVERD BAIX EMPORDÀ, SL (SORTIDA FOSSA SÈPTICA)",506666.62,4663735.2
AJUNTAMENT DE SANT FELIU DE LLOBREGAT AJUNTAMENT DE SANT FELIU DE LLOBREGAT BL20050532,420405.87,4582295.73
EDAR SANT LLORENÇ DE MORUNYS EDAR SANT LLORENÇ DE MORUNYS (SORTIDA EDAR),384161.45,4665741.13
"GRANJA COROMINAS, SL  -GRANJA COROMINAS- GRANJA COROMINAS, SL (SORTIDA DEPURADORA)",462574.61,4671022.55
"RECUPERADOS DEL ANOIA, SL RECUPERADOS DEL ANOIA, S.L. (SANITARIES I PLUVIALS)",405920.93,4592169.85
"FONTAGA, SA FONTAGA SA (CONTRARRETATS DELS FILTRES DE SORRA)",430710.63,4680365.8
"FRIGORÍFICS DE L'EMPORDÀ, SA  -FRIDASA- FIGORÍFICS DE L'EMPORDÀ, SA  -FRIDASA-  (SORTIDA PROCÉS+SANITÀRIES)",498106.73,4679434.29
"LA LLUNA DE CAN CASTELLAR, SL LLAR D'INFANTS LA GRANOTA (SORTIDA DEPURADORA) - Riera de Vallgorguina",459341.15,4611056.48
"FONTAGA, SA FONTAGA SA (SANITÀRIES + NETEGES INSTAL·LACIONS)",430731.63,4680381.8
"CLAN D'OR, S.A. CLAN D'OR, SA (AIGÜES PRODUCCIÓ I NETEJA)",421821.85,4579437.71
"GERMANS TARDIU GESTORS RESIDUS, SL GERMANS TARDIU GESTORS DE RESIDUS SL (SANITÀRIES)",341575.58,4559296.29
"MIGUEL TORRES, SA MIGUEL TORRES, SA (PACS PENEDÈS):  AIGÜES PER A  REUTILITZACIÓ",387952.0,4578331.0
"MOS COMPOSITES, SL EDAR ESCLANYÀ  (ENTRADA AIGUA RESIDUAL)",513485.47,4642236.12
"HERNÁNDEZ PÉREZ, EMILIO HERNÁNDEZ PÉREZ, EMILIO - CASA CA L'EMILI",405587.0,4620784.0
"ESGLEYES PALAHÍ, ROSER ESGLEIES PALAHÍ, ROSA  (SORTIDA DEPURADORA)",484485.0,4638704.0
"MUNTANYA DE CAN ROIG DE RIELLS, SL MASIA CAN ROIG",460116.25,4624244.49
"MIGUEL TORRES, SA MIGUEL TORRES, SA  (PACS DEL PENEDÈS): ABOCAMENT A LA RIERA DE LLITRÀ (RIERA DE PACS)",388795.0,4578644.0
"GUTIÉRREZ CUESTA, LORENZO GUTIÉRREZ CUESTA, LORENZO",507917.0,4657452.0
EDAR BANYOLES EDAR EL TERRI  (SORTIDA AIGUA TRACTADA),486087.56,4659299.35
AJUNTAMENT DE SANT GREGORI - EDAR VEÏNAT DE LES CASES NOVES EDAR VEÏNAT DE LES CASES NOVES (SORTIDA AIGÜES DEPURADORA),481297.47,4648205.37
EDAR BESALÚ EDAR BESALÚ  (SORTIDA AIGUA TRACTADA),476047.64,4672020.45
"L'ARCADA DE FARES, SL  -APARTAMENTS TURÍSTICS- L'ARCADA DE FARES, SL (SORTIDA DEPURADORA)",478176.0,4670376.0
EDAR SANT GREGORI EDAR SANT GREGORI  (SORTIDA AIGUA TRACTADA),480221.46,4648019.38
EDAR SÚRIA EDAR SÚRIA (SORTIDA EDAR),396262.2,4629950.99
EDAR SANT LLORENÇ D'HORTONS EDAR SANT LLORENÇ D'HORTONS (SORTIDA EDAR),402105.92,4591799.88
"EUROENERGO ESPAÑA, SL Euroenergo-Abocament",350355.53,4551935.21
"MONTASELL PARERA, JOSEP JOSEP MONTASELL PARERA (GETIÓ DE RESIDUS) (SANITÀRIES)",458676.19,4615855.49
"PIERRE FABRÉ IBÉRICA, SA PIERRE FABRE IBÉRICA, S.A. (SORTIDA RESIDUALS)",427225.96,4592774.69
"DBK HOUSEHOLD TECHNOLOGIES, SL ZOBELE ESPAÑA, SA",427562.98,4594915.69
"FABRICACIONS INDUSTRIALS CASASAYAS, SL EDAR MONTCADA",432443.96,4591681.65
"ROQUET GOMIS, JORDI EDAR MANLLEU",440761.41,4649077.68
"B.C. BUGADERIA CATALUNYA, SRL B.C. BUGADERIA CATALUNYA, SRL",346356.54,4552931.25
"RESIDUOS ALTERNATIVOS DE CATALUÑA, SL RESIDUOS ALTERNATIVOS DE CATALUÑA, SL",406258.97,4597992.86
AGRICOLA I FORESTAL DEL GIRONES SL -TURISME RURAL MAS MURTRA AGRICOLA I FORESTAL DEL GIRONES SAT LTDA - SORTIDA DEPURADORA (infiltració),483040.0,4651213.0
EDAR FONTCOBERTA EDAR FONTCOBERTA (SORTIDA AIGUA TRACTADA),481355.6,4665744.4
"BAQUE ESTEBE, JAUME -TURISME RURAL MAS PERE-PAU BAQUE ESTEBE, JAUME (TURISME RURAL) (SORTIDA DEPURADORA)",507744.78,4683517.22
EDAR MAS MASÓ EDAR MAS MASÓ,498171.57,4658105.26
COMUNITAT DE PROPIETARIS MON REPOS COMUNITAT DE PROPIETARIS MON REPOS: ABOCAMENT A MAR TERRITORIAL,517365.0,4639978.0
EDAR LA SECUITA EDAR LA SECUITA (SORTIDA EFLUENT),355277.62,4562226.19
"MORENO SERRANO, IVAN  -DESBALLESTAMENTS MORENO- ANGEL MORENO RECHES (sortida sistema depuració)",494212.77,4685351.33
CLUB AERONATIC CATALUNYA CLUB AERONAUTIC CATALUNYA: INFILTRACIÓ AL TERRENY,467632.25,4622067.43
"MARIJNISSEN, MARIA ANNA JOSEPHA MARIA ANNA JOSEPHA MARIJNISSEN  (SORTIDA DEPURADORA)",397128.1,4617193.96
"AFFINITY PETCARE, SA AFFINITY PETCARE, SA",400646.92,4592995.9
"UNION DERIVAN, S.A. (FACTORIA 1) - (UNDESA) UNION DERIVAN, SA (SORTIDA SANITARIES)",417635.8,4573695.74
"CELLER AGRÍCOLA I SECCIÓ DE CRÈDIT DE BELLVEI DEL PENEDÈS, SCCL COOP.AGRÍCOLA I SECCIÓ DE CRÈDIT DE BELLVEI(SANITÀRIES)",380840.69,4566090.0
"PRODUCTOS Y MAQUINARIA DEL CORCHO, SA  -NAU PENEDES- PRODUCTOS Y MAQUINARIA DEL CORCHO S.A. (SORTIDA FOSSA)",493169.36,4631095.25
AJUNTAMENT DE VILOPRIU AJUNTAMENT DE VILOPRIU (EDAR I COL·LECTORS DE GAÜSES),496920.59,4660579.27
"DECORAL, SA EDAR MONTORNÈS DEL VALLÈS",436446.03,4599298.63
"CROMOXAL, SA EDAR MONTCADA",432443.96,4591681.65
AJUNTAMENT DE TORREDEMBARRA AJUNTAMENT DE TORREDEMBARRA,367118.59,4555476.09
AJUNTAMENT DE TORREDEMBARRA AJUNTAMENT DE TORREDEMBARRA (MAR),366269.58,4554967.1
"ESACHEM, SA ESACHEM, SA (SORTIDA SANITÀRIES I PLUVIALS)",412348.92,4590710.8
"ESCORXADOR BAIX CAMP, SA ESCORXADOR BAIX CAMP SA(SANITÀRIES I INDUSTRIALS)",344338.55,4555124.26
"HIDRODATA, SA - CH BAGA HIDRODATA, SA  C.H. PENDIS   (SORTIDA DEPURADORA)",404858.58,4679028.0
PETROCAT -ESTACIO SERVEI NUM. 519- PETROCAT- ES SANT JOAN DE VILATORRADA:  INFILTRACIÓ,400327.17,4625645.95
ADMINISTRADOR DE INFRAESTRUCTURAS FERROVIARIAS ABOCAMENT - ADMINISTRADOR DE INFRAESTRUCTURAS FERROVIARIAS - TORRENT INNOMINAT,354937.4,4561509.85
"JUNCOSA GARZA, JORDI JORDI JUNCOSA GARZA (SORTIDA DEPURADORA)",356135.78,4583736.22
"GAS-OILS ROVIRA, SL 022002000014 - EDAR d'Avinyó_x000D_",414716.27,4635625.85
"MAS MERCADER, NARCIS NARCIS MAS MERCADER (LLERA)",468807.25,4621514.42
"SYNTHESAR, S.A. SYNTHESAR, S.A. (ABOCAMENT TORRENT CAN PAU PERE)",406623.93,4592897.85
AJUNTAMENT DE SANT CUGAT DEL VALLÈS - CAN CORTÉS AJUNTAMENT DE SANT CUGAT DEL VALLÈS - CAN CORTÉS (EL RABASSALET): INFILTRACIÓ EN EL TERRENY,425321.0,4587212.0
"CASA DARNÉS, SA CASA DARNES SA (ABOCAMENT 2. HIDROCARBURADES + RENTAT DE CAMIONS. SORTIDA SEPARADOR + OXIDACIO)",511776.56,4654475.15
"BOLEA LORDAN, JOAN ANTON BOLEA LORDAN, JOAN ANTON (SORTIDA DEPURADORA)",385176.83,4583799.0
FUNDACIÓ AMPANS ABOCAMENT AMPANS: ABOCAMENT A UN AFLUENT DEL RIU D'OR.,404321.17,4624302.92
"CASA DARNÉS, SA CASA DARNES, SA (ABOCAMENT 1. SANITÀRIES. SORTIDA FOSSA-FILTRE)",511756.56,4654515.15
"AGROMILLORA IBERIA, SLU 022001000111",402405.88,4586935.87
"ACABATEX, SL ABOCAMENT ACABATEX",385871.99,4604451.03
"AFV INICIA, SL EDAR MONTORNÈS DEL VALLÈS",436446.03,4599298.63
"PIBOSC, SL - CAMPING EL PEDRA PIBOSC SL   (SORTIDA DEPURADORA)",397408.55,4675962.05
"DANIGAL, SA DANIGAL (SORTIDA RESIDUALS)",435690.19,4620894.67
"CONSUPRINT, SL CONSUPRINT, SL (SORTIDA RESIDUALS)",414451.78,4570984.76
"INZAPLAS, S.A INZAPLAZ, S.A - EDAR",405950.94,4594115.86
"EDAR BISBAL D'EMPORDÀ, LA EDAR LA BISBAL D'EMPORDÀ (SORTIDA DECANTADOR BIOLÒGIC + BOMBA 2)",503519.51,4648653.2
BENEDICTINES MONESTIR DE SANT BENET BENEDICTINES MONESTIR DE SANT BENET: TORRENT INNOMINAT,402249.03,4607180.91
EDAR SANT QUIRZE DE BESORA EDAR I COL·LECTOR DE SANT QUIRZE DE BESORA,436230.0,4660726.0
"ELBULLIFOUNDATION, FUNDACIÓ PRIVADA RESTAURANT EL BULLI, SL  (SORTIDA DEPURADORA EMPRESA)",518654.75,4677667.13
"RED ELECTRICA ESPAÑOLA, SA (S.E.SANT FOST) RED ELECTRICA ESPAÑOLA, S.A  S.E.SANT FOST   (SORTIDA DEPURADORA)",434820.0,4595876.64
"POLIESTER GERMANS PELEGRINA, SCP EDAR VIC (ENTRADA AIGUA RESIDUAL)",439774.0,4644717.0
"TAULER MUXACH, RICARDO (R.TAULER - A.S.2.498) ABOCAMENT TORENT INNOMINAT TRIBUTARI RIU TORDERA-ESTACIÓ DE SERVEI MALAVELLA",487945.33,4628154.29
"CAMBRAS CORRALIZA, JOAN JOAN CAMBRAS CORRALIZA (SORTIDA DEPURADORA)",431786.58,4672908.78
"CÀMPING DE LA VALL DE BIANYA, SA CAMPING LA VALL DE BIANYA, SA  (SORTIDA DEPURADORA)",452385.64,4676315.63
"ECOGESTIÓ PENEDÈS, SL ECOGESTIÓ PENEDÉS, S.L. (SORTIDA RESIDUALS)",390821.78,4576083.94
"KAO CHIMIGRAF, SLU CHIMIGRAF IBERICA, SL (SORTIDA SANITARIES, NETEGES, PURGUES REFRIG.)",416674.93,4590329.77
"CORPORACION ALIMENTARIA GUISSONA, SA CORPORACIÓ ALIMENTARIA GUISSONA (SORTIDA RESIDUALS)",425803.23,4628909.76
"COLAS Y PEGAMENTOS, SL COLAS Y PEGAMENTOS, SA (SORTIDA RESIDUALS)",434816.05,4602940.65
"LUBRIZOL ADVANCED MATERIALS SPAIN, SL EDAR MONTCADA",432443.96,4591681.65
"RESTAURANT SANT FERRIOL,  SL  -HOTEL SPA SANT FERRIOL- GIROPELL, SL (SORTIDA DEPURADORA EMPRESA)",475683.62,4669958.45
CONSELL COMARCAL ALT EMPORDÀ (DEIXALLERIA) DEIXALLERIA MUNICIPAL PEDRET I MARZÀ (SORTIDA DEPURADORA),504893.77,4682826.24
AJUNTAMENT DE PIERA TORRENT LES PLANES (BARRI CAN BOU),396931.92,4593293.92
EDAR CÀNOVES I SAMALÚS EDAR CÀNOVES I SAMALÚS (SORTIDA),446376.16,4614780.58
"LIDL SUPERMARCADOS, SAU LIDL SUPERMERCADOS, SAU - ROSES",512146.0,4679956.0
"VINS PRAVI, SL VINS PRAVI, SL (SORTIDA DEPURADORA)",404977.0,4621412.0
"BOSCH DEL BES, S.C.P BOSCH DEL BES, S.C.P (riera de la Vall del Bac)",455726.66,4679195.61
"CENTRE HIPIC 3 AIRES, SL CENTRE HIPIC 3 AIRES SL (SORTIDA DEPURADORA)",399943.12,4618484.94
"MANUFACTURAS DE FIELTROS INDUSTRIALES, SA EDAR MONTCADA",432443.96,4591681.65
EDAR CALAF EDAR CALAF (SORTIDA EDAR),377017.09,4620256.12
COMUNIDAD DE PROPIETARIOS MAR MEDITERRANEA COMUNIDAD DE PROPIETARIOS MAR MEDITERRANEA  (ARQUETA DE SORTIDA),395605.75,4570995.9
"EUROPASTRY, SA EUROPASTRY, SA (FRIPAN) RUBÍ SORTIDA RESIDUALS PROCÉS I SANITÀRIES)",420205.96,4593245.75
EDAR VENTALLÓ EDAR VENTALLÓ  (SORTIDA AIGUA TRACTADA),502246.64,4666960.24
CENTRE PENITENCIARI CAN BRIANS CENTRE PENITENCIARI CAN BRIANS I i II. Sortida depuradora,406799.92,4591335.85
EDAR SANT ANTONI DE VILAMAJOR EDAR SANT ANTONI DE VILAMAJOR (SORTIDA),451074.15,4612054.54
"ROSER CONSTRUCCIONES METALICAS, SA EDAR CASSÀ DE LA SELVA  (SORTIDA AIGUA TRACTADA)",486789.38,4635176.31
"BIENVENIDO CRESPO, ALFREDO (DESGUACE A.BIENVENIDO) EDAR MONTCADA",432443.96,4591681.65
"HERA HOLDING HABITAT, ECOL.Y REST. AMBIENTAL SL EDAR D' IGUALADA (VILANOVA DEL CAMÍ)",387457.97,4602415.01
"INDUSTRIAS QUIMICAS DEL VALLES, SA INDUSTRIAS QUIMICAS DEL VALLES, SA (SORTIDA RESIDUALS)",433578.02,4598715.65
"CERAMICAS CALAF, SA EDAR CALAF",377021.09,4620279.12
EDAR CASSÀ DE LA SELVA EDAR CASSÀ DE LA SELVA  (SORTIDA AIGUA TRACTADA),486789.38,4635176.31
"EDAR POBLA DE MAFUMET, LA EDAR LA POBLA DE MAFUMET (SORTIDA EFLUENT)",350410.6,4560807.23
"ROMERO GAMERO, SA ROGASA (SORTIDA SANITÀRIES)",435936.03,4599201.64
"SOLÉ LATORRE, JOAN CARLES JOAN CARLES SOLÉ LATORRE (SORTIDA DEPURADORA)",421041.44,4657215.84
"GEMIPLAST NOVENTA Y CINCO, SL GEMIPLAST NOVENTA Y CINCO, S.L. (SORTIDA RESIDUALS)",416953.87,4582401.76
AJUNTAMENT D'AVINYONET DEL PENEDÈS AJUNTAMENT D'AVINYONET DEL PENEDÈS (EDAR AVINYONET DEL PENEDÈS) (SORTIDA EDAR),400114.0,4579893.0
"LABORATORIOS ISMAR, SL EDAR DE SANT SALVADOR DE GUARDIOLA",399524.1,4616655.94
"MAQUINARIA AGRICOLA SOLA, SL MAQUINÀRIA AGRÍCOLA SOLÀ SL (RESIDUALS)",376699.1,4620567.12
"CASTELLVÍ BAU, JOAQUIN CASTELLVÍ BAU, JOAQUIN ( ABOCAMENT)",392962.71,4566648.91
"CASA DE COLONIES CAL DIABLE NATURAL DE MENA, SL  (SORTIDA PRETRACTAMENT)",375959.84,4586671.07
BISBAT DE GIRONA  -HOSTAL MARE DE DÉU DEL MONT- BISBAT DE GIRONA (SORTIDA DEPURADORA),475836.69,4678453.46
"BALLIU EXPORT, SA AA2003000664-BALLIU EXPORT, SA",488211.33,4628616.29
"TESCA SPAIN BARCELONA S.L.U. ABOC.TREBORTEX, SL - RIU LA TORDERA",471166.25,4621695.4
"GALPGEST PETROGAL ESTACIONES DE SERVICIO, SLU -E.S GIRONÈS SUD- E.S. GIRONÈS SUD (SORTIDA SEPARADOR D'HIDROCARBURS)",481129.4,4639367.36
EDAR EL TRIAI  (OLOT) EDAR EL TRIAI  (SORTIDA AIGUA TRACTADA),458007.59,4668479.58
EDAR TORDERA EDAR TORDERA (SORTIDA),477840.21,4615512.34
"CELLER MAS PÒLIT, SL CELLER MAS PÒLIT, SL: INFILTRACIÓ EN EL TERRENY",505079.0,4691795.0
EDAR LES BORGES DEL CAMP EDAR LES BORGES DEL CAMP: RIERA D'ALFORJA,334021.0,4558064.0
"UNIC-AUTO, SL UNIC-AUTO, SL  (SORTIDA AIGÜES SANITÀRIES)",509729.56,4654742.16
"FORMIGONS CASSÀ, SL   -CASSÀ- FORMIGONS CASSÀ, SL (SORTIDA NETEJA CUBES CIMENT+PLUVIALS)",488687.4,4637737.3
"BUIXADÉ FUSELLAS, JOAN BUIXADÉ FUSELLAS, JOAN",481193.58,4663339.39
MAS JUNYENT (FONOLLOSA) MAS JUNYENT,391525.0,4627104.0
"GRASITEX, SA GRASITEX, S.A.  (SORTIDA RESIDUALS)",424355.06,4605553.74
"FARMABAN, SA RIU d'OR FARMABAN,SA 021999005061",406091.18,4625611.9
"LIPOTEC, SA LIPOTEC, S.A. (SORTIDA RESIDUALS)",415855.78,4571195.75
"DESTIL·LERIES DEL MARESME, SA DESTIL·LERIES DEL MARESME (ABOCAMENT)",461151.12,4606285.46
"GESTIÓ DE RUNES DEL VALLÈS ORIENTAL, SL GESTORA DE RUNES DEL VALLÈS ORIENTAL, SL. (AIGÜES D'ESCOLAMENT DEL VAS)",505970.62,4662939.2
"TRIPLASSA LA MAMBLA, SA TRIPLASSA  (SORTIDA TRACTAMENT)",437357.48,4658229.72
CEDIPSA   -E.S. 33.821 PONTOS I  I PONTOS II- ESTACIÓ DE SERVEI PONTÓS II: RIU FLUVIÀ,492957.64,4668266.31
ROSA TARRÉS FERRER ROSA TARRES FERRER - (llera),468905.25,4621583.42
URB . RESIDENCIAL DE CAN MITJANS RIERA DE BEGUES (JUNTA DE COMPENSACIÓ DE CAN MITJANS),401900.81,4577160.86
CEDIPSA   -E.S. 33.821 PONTOS I  I PONTOS II- ESTACIÓ DE SERVEI PONTÓS I: RIU FLUVIÀ,493077.64,4668460.31
"M.C. ADHESIVOS, SL M.C. ADHESIVOS, SL",441017.11,4609250.61
"COPEY PARK, SL COPEY PARK, SL (SORTIDA EDAR PRÒPIA)",408441.84,4580839.82
"BERGÉ MARÍTIMA, SL BERGÉ MARÍTIMA, SL - MOLL DE CANTABRIA: COL.·LECTOR PLUVIALS DEL PORT I FINALMENT A MAR",348808.0,4550821.0
EDAR LAVERN EDAR LAVERN,397405.85,4583338.91
"EUROCOVERING, SL EUROCOVERING, SL (SORTIDA RESIDUALS)",416509.93,4590511.77
LA FARGA YOURCOPPERSOLUTIONS SA ABOCAMENT PLUVIALS LA FARGA LACAMBRA,437128.0,4654122.0
"OXIRIS CHEMICALS, SA Abocament OXIRIS CHEMICALS, SA_Riu Tordera",460109.2,4617136.48
"CEMENTOS MIQUEL, SL  -PLANTA DE FORTIÀ- CIMENTS MIQUEL, SL (SORTIDA DECANTADOR I DIGESTOR)",501546.7,4675060.26
"CEMENTOS MIQUEL, SL  -PLANTA DE FORTIÀ- CIMENTS MIQUEL SL (SORTIDA DECANTADOR)",501686.7,4675022.26
AJ. SERRA DE DARÓ - SISTEMA DE SANEJAMENT NUCLI DE SANT ISCLE AJUNTAMENT DE SERRA DE DARÓ  (SORTIDA DEPURADORA),504982.54,4653363.2
"JARDINERIA ROSANES, SL JARDINERIA ROSANES, SL",407925.91,4589714.84
"PAHI, SL PAHI, SL",417215.88,4584530.76
"CAMPS MOTOR, SA CAMPS MOTOR, SA (SORTIDA TRACTAMENT)",504965.48,4645050.18
SERVEIS GASTRONOMICS S J S.C. ESCOLA D'EQUITACIÓ COMARCAL DE LA GARROTXA SL (SORTIDA DEPURADORA),460657.51,4657818.54
"GRANJA ESCOLA EL XALOC, SL GRANJA ESCOLA EL XALOC, SL: ABOCAMENT A LA RIERA DE CALDERS",411464.0,4623744.0
"TRAVESA PLANAS, INMACULADA (RESTAURANT CAN BRUNO) ABOC.RESTAURANT CAN BRUNO",481287.23,4616324.32
EDAR CASTELLFOLLIT DE LA ROCA EDAR CASTELLFOLLIT DE LA ROCA  (SORTIDA AIGUA TRACTADA),462874.64,4674447.55
"PRODUCTOS BIOLOGICOS, SA - PROBISA - PRODUCTOS BIOLOGICOS, SA (PROBISA) SORTIDA RESIDUALS",393872.81,4579163.93
COMUNITAT PROPIETARIS TURÓ DELS CAVALLS COMUNITAT DE PROPIETARIS ESPECIAL TURÓ DELS CAVALLS  (SORTIDA TRACTAMENT),476989.45,4646257.4
"JACKSON, FABIO SEBASTIAN TORRENT DE FONT TORDERA",436594.0,4632509.0
"BRI-AUTO PLATFORM, SL (RESTAURANT ESTEBANELL) RESTAURANT MAS ESTABANELL (SORTIDA DEPURADORA)",436240.28,4632289.69
AUTORITAT PORTUÀRIA DE TARRAGONA (TARRAGONA) AUTORITAT PORTUÀRIA DE TARRAGONA (NÚM.4): VESTUARIS BÀSCULES DE L'APT,352676.53,4551343.2
AUTORITAT PORTUÀRIA DE TARRAGONA (TARRAGONA) AUTORITAT PORTUÀRIA DE TARRAGONA (NÚM.5): FRUPORT,352278.54,4552142.2
AUTORITAT PORTUÀRIA DE TARRAGONA (TARRAGONA) AUTORITAT PORTUÀRIA DE TARRAGONA (NÚM 9): EDIFICI DE BOMBERS,350071.53,4551410.21
AUTORITAT PORTUÀRIA DE TARRAGONA (TARRAGONA) AUTORITAT PORTUÀRIA DE TARRAGONA (SORT.TRACTAMENT NÚM.17) ABOCAMENT A MAR,352970.54,4552259.19
AUTORITAT PORTUÀRIA DE TARRAGONA (TARRAGONA) AUTORITAT PORTUÀRIA DE TARRAGONA (NÚM.10): ABOCAMENT NOU PIF,349905.53,4551314.22
AUTORITAT PORTUÀRIA DE TARRAGONA (TARRAGONA) AUTORITAT PORTUÀRIA DE TARRAGONA (NÚM.1) (ZONA INTERIOR DEL PORT),350944.52,4549962.21
