ID,NAME,LAT,LONG,ELEVATION
120,hMaials,41.35809638,0.483076968,355
121,hMalgrat2,41.64908131,2.752086882,3
122,hMalgrat,41.64710023,2.756537656,2
123,hMargalef,41.2852973,0.753791239,405
124,hMasBarberans2,40.71480302,0.415154258,211
125,hMasBarberans,40.71831922,0.399273226,240
126,hMediona,41.48492084,1.69190182,328
127,hMeranges,42.46740974,1.779421073,2265
128,hMiralcamp,41.60996072,0.875503049,262
129,hMollerussa,41.61815978,0.871777223,245
130,hMollo,42.37735768,2.414855338,1404
131,hMonistrol,41.59555413,1.836774267,915
132,hMontella,42.28881879,1.713131008,2348
133,hMontmaneu,41.60256359,1.400703282,784
134,hMontmelo,41.54910786,2.245455484,74
135,hMuntanyola,41.87812207,2.178025219,811
136,hNavata,42.22792437,2.862956813,151
137,hNulles,41.25121485,1.298390542,240
138,hOdena,41.58527017,1.653000084,331
139,hOliana,42.07674961,1.315217161,492
140,hOliola,41.87705472,1.154231302,446
141,hOlot,42.1881312,2.470967323,432
142,hOrganya,42.21630854,1.331320224,568
143,hOris,42.07405238,2.20886639,625
144,hOs,41.87743163,0.758533247,546
145,hParets,41.56729124,2.226138009,106
146,hParlava,42.02146305,3.060212741,16
147,hPinos,41.79646293,1.521197,634
148,hPort,41.31723154,2.130905135,4
149,hPortbou,42.43505378,3.166429339,195
150,hPrades,41.31397188,0.997524452,976
151,hPrades2,41.31481068,0.98160998,926
152,hQueralbs,42.39862265,2.155214636,1972
153,hRellinars,41.6327216,1.917432556,424
154,hRibaRoja,41.2439519,0.43277583,61
155,hRiudecanyes,41.12269146,0.969499856,170
156,hRoquetes,40.77051482,0.297363439,1100
157,hRoses,42.27053272,3.182523882,25
158,hSabadell,41.56562666,2.069596759,259
159,hBoi,42.04109412,2.119346323,773
160,hSantCarles,40.62679355,0.662328005,1
161,hSantCugat,41.48311015,2.07955809,157
162,hSantJaume,40.70734383,0.83424695,1
163,hSantLlorenc,41.68135426,2.026600704,529
164,hSantMartiRiucorb,41.57230448,1.088393168,414
165,hSantMartiSarroca,41.37517655,1.63000818,258
166,hSantPau,42.2584787,2.364429353,853
167,hSantPereRibes,41.27845618,1.804703017,159
168,hSantPerePescador,42.17665711,3.095740108,3
169,hSantQuirze,42.09642376,2.214018089,669
170,hSantSadurni,41.43384238,1.794256277,165
171,hSantSalvador,41.67418051,1.767183925,347
172,hFarners2,41.86471258,2.664501271,164
173,hFarners,41.86488356,2.66445218,164
174,hQueralt,41.52985522,1.367064185,715
175,hSeros2,41.46379457,0.427650104,90
176,hSeros,41.46043353,0.407130303,97
177,hSetcases,42.42193946,2.252532623,2356
178,hSolsona,41.98765573,1.511648903,691
179,hSort,42.40527536,1.129938005,679
180,hTagamanent,41.74765415,2.302826152,1030
181,hTarragona,41.1038862,1.200967403,6
182,hTarrega,41.66727997,1.162939982,435
183,hTivissa,41.04342878,0.740315579,317
184,hTornabous,41.68835036,1.044756801,291
185,hTorredembarra,41.14662156,1.418496224,2
186,hTorresSegre,41.51918531,0.548047791,214
187,hTorresSegre2,41.52603202,0.527115324,142
188,hTorroellaFluvia,42.1825812,3.058754822,7
189,hTorroellaFluvia2,42.18178716,3.061563433,7
190,hTorroellaMontgri,42.02300193,3.156810545,5
191,hTorroja,41.21373013,0.809977123,330
192,hTremp,42.16252407,0.888133292,474
193,hUlldecona,40.62717597,0.369949079,211
194,hUlldemolins2,41.3200401,0.88561879,686
195,hUlldemolins,41.3190487,0.878733458,631
196,hVacarisses,41.59239847,1.914735119,345
197,hVallfogona,41.78438129,0.827961122,238
198,hVallirana,41.38076264,1.932935318,217
199,hVentallo,42.1502899,3.064933915,5
200,hVic,41.93582219,2.238562126,496
201,hVielha2,42.63850113,0.778762509,2239
202,hVielha,42.69888849,0.794105045,998
203,hVilarodona2,41.30891452,1.364801945,294
204,hVilarodona,41.30725303,1.362609678,285
205,hVilablareix,41.95347613,2.776068281,115
206,hViladecans,41.29846393,2.038550692,2
207,hViladrau,41.84502747,2.388099793,776
208,hVilafranca,41.36615109,1.728885633,239
209,hVilanovaMeia,41.99544363,1.025554425,592
210,hVilanovaSau,41.97554454,2.398366828,425
211,hVilanovaSegria,41.71455288,0.628401915,222
212,hVilanovaValles,41.55050498,2.286530991,98
213,hVilassar,41.51171214,2.386767277,44
214,hVilobi,41.88544631,2.741050621,118
215,hVinebre,41.18431377,0.594328349,49
216,hVinyols,41.08086743,1.066150831,31
