ID,NAME,LAT,LONG,ELEVATION
51,pLlosa,42.09978497,1.58285827,741
52,pEmbPortbou,42.42580311,3.125134912,115
53,pEmbRibaroja,41.24285386,0.431195982,54
54,pRiudecanyes,41.13493135,0.960270444,240
55,pSau,41.96862496,2.413554059,425
56,pSiurana,41.24964238,0.913800784,462
57,pEmbSusqueda,41.97907524,2.527357457,348
58,pEmbTalarn,42.1784905,0.914166409,513
59,pTavascan,42.63702533,1.251637252,1101
60,pTerradets,42.04849624,0.894260093,384
61,pPasteral,41.98443601,2.601414188,186
62,pGuiamets,41.09950864,0.752348699,193
63,pAbella,42.18099352,1.160392951,1307
64,pAger1,42.04097582,0.780530922,1661
65,pAger2,42.05176672,0.73911934,1481
66,pAitona,41.48697148,0.460210126,97
67,pAlbesa,41.76006848,0.671002705,261
68,pAlcanar,40.5571563,0.523268672,22
69,pAlcarras,41.57167006,0.551220041,132
70,pAlgerri2,41.81972281,0.588440568,302
71,pAlgerri,41.80012155,0.648597542,299
72,pAlguaire,41.74279068,0.535742689,371
73,pAltAneu,42.64664121,0.983623976,2240
74,pAmposta,40.70575044,0.629030058,2
75,pAngles,41.96012025,2.63176987,150
76,pAnglesola,41.69007955,1.043695096,291
77,pArbucies2,41.8400619,2.418776362,18
78,pArnes,40.90496187,0.260707232,522
79,pArres,42.77026914,0.732721176,2243
80,pArtes,41.79243991,1.935570375,281
81,pArtesadeSegre,41.91598819,1.045369955,361
82,pAsco,41.19638454,0.512204068,249
83,pBadalona2,41.46681186,2.244709968,78
84,pBadalona,41.47586554,2.251790958,120
85,pBanyoles,42.11366986,2.791581201,162
86,pBarcelona4,41.38381697,2.167668758,13
87,pBarcelona7,41.41858513,2.123895211,409
88,pBarcelona8,41.37920641,2.105421052,82
89,pBatea,41.08672929,0.318925381,382
90,pBegues,41.28853959,1.908476795,572
91,pBenissanet,41.06278121,0.634691922,32
92,pBerga,42.10721975,1.827465851,1139
93,pBlancafort,41.43651336,1.16048732,428
94,pBot,41.01062082,0.384297735,291
95,pBotarell2,41.13742466,1.024231866,148
96,pCabanes,42.3063787,2.954828468,31
97,pCabrils2,41.51751699,2.377472408,79
98,pCaldes,41.61261678,2.168274635,176
99,pCamarasa,41.91780346,0.8816943,669
100,pCassa,41.87477182,2.927162998,181
101,pCastell,41.80901302,3.031746298,14
102,pCastellbisbal,41.47887927,1.975463497,145
103,pCastelldans,41.52913852,0.752983885,228
104,pCastellgali,41.68584625,1.840916615,199
105,pCastellnou,42.40449518,0.913631237,1517
106,pCastellnouBages,41.83087346,1.847094854,506
107,pCastellnouSeana,41.65677414,0.951749892,263
108,pCastelloEmpuries,42.23817973,3.095372489,4
109,pCerdanyola,41.48405069,2.12742192,84
110,pCervera2,41.68134099,1.293892245,589
111,pCervera,41.6757222,1.295806637,557
112,pClariana,41.953766,1.585108748,692
113,pConstanti,41.17047513,1.169917801,108
114,pCunit,41.20185982,1.633426797,17
115,pDas,42.3878125,1.867668594,1097
116,pDosrius2,41.61991606,2.445148514,459
117,pMasroig,41.1222639,0.721353503,139
118,pMontmell2,41.34235448,1.486292839,549
119,pPerello,40.87311862,0.715634565,173
120,pPoal,41.67299547,0.877358769,223
121,pSuert,42.39771913,0.743757573,823
122,pVilomara,41.67532853,1.875608327,283
123,pVendrell2,41.21541451,1.52033382,61
124,pVilosell,41.38434842,0.946213778,677
125,pHostalets,41.53139597,1.807717573,312
126,pPlansSio,41.68823407,1.203677258,428
127,pEspolla2,42.38456053,3.007033775,84
128,pEspot,42.53523366,1.050531936,2552
129,pFalset,41.15348076,0.81988532,356
130,pFontrubi,41.43266407,1.624227982,411
131,pFornells,41.91477887,2.819735293,96
132,pGimenells,41.65711122,0.391986377,260
133,pGisclareny,42.26476292,1.762143999,1390
134,pGolmes,41.63635404,0.924519614,261
135,pGuardiolaBergueda,42.23412339,1.874831612,787
136,pGurb,41.95226574,2.232755939,509
137,pHorta,40.95433376,0.309085875,503
138,pIsona2,42.07222637,1.100053286,1237
139,pIsona,42.13932006,1.038997965,690
140,pAldea,40.76952965,0.616218846,64
141,pAmetllaMar,40.90912966,0.764308144,96
142,pEspluga,41.39315529,1.099095071,439
143,pBisbalEmporda,41.97742178,3.035354374,30
144,pBisbalPenedes2,41.27319906,1.468812853,180
145,pComa2,42.18524458,1.525707241,2294
146,pGranadella,41.36000487,0.667601735,505
147,pLlacuna,41.47945684,1.535278491,589
148,pPoblaSegur,42.23929637,0.964217276,514
149,pQuar,42.08077637,1.96202869,859
150,pSeuUrgell,42.3707942,1.432727825,848
151,pTallada,42.0541921,3.062020138,15
152,pVallBas,42.14573351,2.454570845,461
153,pVallBoi,42.46495692,0.871486227,2311
154,pVallsAguilar,42.2860623,1.23470664,1564
155,pVallsValira,42.51753185,1.365020712,2394
156,pLladorre,42.70042669,1.272091678,2400
157,pLladurs,42.0884068,1.4284066,775
158,pLleida3,41.59989495,0.645541422,161
159,pLleida4,41.68345424,0.460723172,290
160,pMaials,41.35809638,0.483076968,355
161,pMalgrat,41.64710023,2.756537656,2
162,pMargalef,41.2852973,0.753791239,405
163,pMasBarberans2,40.71480302,0.415154258,211
164,pMasBarberans,40.71831922,0.399273226,240
165,pMediona,41.48492084,1.69190182,328
166,pMeranges,42.46740974,1.779421073,2265
167,pMollo,42.37735768,2.414855338,1404
168,pMonistrol,41.59555413,1.836774267,915
169,pMontella1,42.28881879,1.713131008,2348
170,pMontella2,42.32047027,1.662378648,1509
171,pMontmaneu,41.60256359,1.400703282,784
172,pMuntanyola,41.87812207,2.178025219,811
173,pNulles,41.25121485,1.298390542,240
174,pOdena,41.58527017,1.653000084,331
175,pOliana,42.07674961,1.315217161,492
176,pOliola,41.87705472,1.154231302,446
177,pOlot,42.1881312,2.470967323,432
178,pOrganya,42.21630854,1.331320224,568
179,pOris,42.07405238,2.20886639,625
180,pOs2,41.87743163,0.758533247,546
181,pOs,41.87255404,0.718494001,472
182,pParets,41.56729124,2.226138009,106
183,pParlava,42.02146305,3.060212741,16
184,pPinell,41.97692701,1.395834689,655
185,pPinos,41.79646293,1.521197,634
186,pPortbou,42.43505378,3.166429339,195
187,pPrades,41.31397188,0.997524452,976
188,pQueralbs,42.39862265,2.155214636,1972
189,pRellinars,41.6327216,1.917432556,424
190,pRibaRoja,41.2439519,0.43277583,61
191,pRoquetes,40.77051482,0.297363439,1100
192,pRoses,42.27053272,3.182523882,25
193,pSabadell2,41.56562666,2.069596759,259
194,pBoi,42.04109412,2.119346323,773
195,pCarles,40.62679355,0.662328005,1
196,pJaumeE,40.70734383,0.83424695,1
197,pLlorenc2,41.68135426,2.026600704,529
198,pSantMartiRiucorb,41.57230448,1.088393168,414
199,pSantMartiSarroca,41.37517655,1.63000818,258
200,pSantPau,42.2584787,2.364429353,853
201,pSantPereRibes,41.27845618,1.804703017,159
202,pSantPerePescador,42.17665711,3.095740108,3
203,pSantQuirze,42.09642376,2.214018089,669
204,pSantSadurni2,41.43384238,1.794256277,165
205,pSantSalvador2,41.67418051,1.767183925,347
206,pQueralt,41.52985522,1.367064185,715
207,pSavalla,41.54365031,1.298500669,846
208,pSeros,41.46043353,0.407130303,97
209,pSort,42.40527536,1.129938005,679
210,pTagamanent,41.74765415,2.302826152,1030
211,pTarragona3,41.1038862,1.200967403,6
212,pTarrega,41.66727997,1.162939982,435
213,pTorredembarra,41.14662156,1.418496224,2
214,pTorresSegre,41.51918531,0.548047791,214
215,pTorroellaFluvia2,42.1825812,3.058754822,7
216,pTorroellaMontgri,42.02300193,3.156810545,5
217,pTorroja,41.21373013,0.809977123,330
218,pUlldecona,40.62717597,0.369949079,211
219,pUlldemolins2,41.3200401,0.88561879,686
220,pVacarisses,41.59239847,1.914735119,345
221,pVallfogona,41.78438129,0.827961122,238
222,pVallirana,41.38076264,1.932935318,217
223,pVansa,42.25417993,1.519665541,1284
224,pVentallo,42.1502899,3.064933915,5
225,pVielha2,42.63850113,0.778762509,2239
226,pVielha,42.69888849,0.794105045,998
227,pVilarodona,41.30725303,1.362609678,285
228,pVilablareix,41.95347613,2.776068281,115
229,pViladecans,41.29846393,2.038550692,2
230,pVilafranca,41.36615109,1.728885633,239
231,pVilanovaMeia,41.99544363,1.025554425,592
232,pVilanovaSegria,41.71455288,0.628401915,222
233,pVilanovaValles,41.55050498,2.286530991,98
234,pVilassar,41.51171214,2.386767277,44
235,pViliella,42.41541338,1.695486949,1558
236,pVilobi,41.88544631,2.741050621,118
237,pVinebre,41.18431377,0.594328349,49
238,pVinyols,41.08086743,1.066150831,31
